work_id,name,artist_id,style,museum_id
26541,Christ Crowned with Thorns,832,Baroque,55.0
167737,Christ Crowned with Thorns,832,Baroque,43.0
26543,"Elizabeth Stuart, Queen of Bohemia",832,Baroque,47.0
167863,"Frederick Henry, His Consort Amalia of Solms, and their Three Youngest Daughters",832,Baroque,43.0
26545,Musical Group on a Balcony,832,Baroque,55.0
167748,Portrait of a Woman,832,Baroque,43.0
167771,Portrait of Amalia van Solms,832,Baroque,43.0
167762,Portrait of an Artist,832,Baroque,43.0
167780,"Portrait of Frederick Henry, Prince of Orange",832,Baroque,43.0
167789,"Portrait of Frederik Hendrik, Prince of Orange",832,Baroque,43.0
167834,"Portrait of Friedrich Wilhelm, Elector of Brandenburg, and His Wife Louise Henriette, Countess of Orange-Nassau",832,Baroque,43.0
167843,"Portrait of Willem II, Prince of Orange, and His Wife Mary Stuart",832,Baroque,43.0
167798,"Portrait of Willem II, Prince of Orange",832,Baroque,43.0
167807,"Portrait of William II, Prince of Orange",832,Baroque,43.0
167816,"Portrait of William III, Prince of Orange",832,Baroque,43.0
26547,Saint Sebastian,832,Baroque,47.0
205384,Samson and Delilah,832,Baroque,53.0
167852,Satyr and Nymph,832,Baroque,43.0
167872,"Shepherd Playing the Flute, and Four Shepherdesses",832,Baroque,43.0
167825,The Merry Fiddler,832,Baroque,43.0
199763,The Mocking of Christ,832,Baroque,60.0
193498,"The Golden Bend in the Herengracht, Amsterdam, Seen from the West",657,Rococo,43.0
193512,The Interior of the Grote Kerk Haarlem,657,Rococo,43.0
193530,The Main Gate to Egmond Castle,657,Rococo,43.0
193566,The Market Place and the Grote Kerk at Haarlem,657,Rococo,43.0
193575,The Market Place and Town Hall Haarlem,657,Rococo,43.0
199750,The Nieuwezijds Voorburgwal with the Flower and Tree Market in Amsterdam,657,Rococo,60.0
193539,The Oude Zijden Herenlogement (Gentlemen's Hotel) in Amsterdam,657,Rococo,43.0
193548,"The Town Hall on Dam Square, Amsterdam",657,Rococo,43.0
193557,"The Town Hall on the Dam, Amsterdam",657,Rococo,43.0
198656,"View of a Town with Figures, Goats, and Wagon before a Church",657,Rococo,51.0
193505,View of the Golden Bend in the Herengracht,657,Rococo,43.0
193519,View of the Golden Bend in the Herengracht from the East,657,Rococo,43.0
193489,"Weighing House and Crane on the Spaarne, Haarlem",657,Rococo,43.0
25778,A Poulterer's Shop,846,Baroque,47.0
25788,Portrait of a Couple in a Landscape,846,Baroque,43.0
25790,Portrait of an Old Woman Reading,846,Baroque,43.0
25794,Self-Portrait,846,Baroque,43.0
25796,Self-Portrait,846,Baroque,43.0
25798,The Night School,846,Baroque,43.0
169320,The Quack,846,Baroque,47.0
25802,Young Woman Holding a Lamp,846,Baroque,43.0
30094,Flight of the Swallows,781,Unknown,30.0
30096,Patriotic Demonstration,781,Unknown,56.0
7341,Abigail Smith Adams (Mrs. John Adams),856,Unknown,46.0
7343,Albert Gallatin,856,Unknown,35.0
7345,Ann Barry,856,Unknown,46.0
7347,Ann Calvert Stuart Robinson (Mrs. William Robinson),856,Unknown,46.0
7349,Anna Maria Brodeau Thornton (Mrs. William Thornton),856,Unknown,46.0
206452,Baron FitzGibbon,856,Unknown,53.0
7351,Benjamin Tappan,856,Unknown,46.0
7355,Benjamin West,856,Unknown,47.0
7357,Captain John Gell,856,Unknown,35.0
7359,Captain Joseph Anthony,856,Unknown,46.0
7361,Captain Sir William Abdy,856,Unknown,41.0
7365,Catherine Yates Pollock (Mrs. George Pollock),856,Unknown,46.0
7367,Charles Lee (Gentleman of the Lee Family),856,Unknown,35.0
7369,Charlotte Morton Dexter (Mrs. Andrew Dexter),856,Unknown,46.0
7371,Commodore Thomas Macdonough,856,Unknown,46.0
7373,"David Sears, Jr.",856,Unknown,35.0
7379,Edward Stow,856,Unknown,46.0
7381,Eleanor Parke Custis Lewis (Mrs. Lawrence Lewis),856,Unknown,46.0
206465,Elizabeth Beltzhoover Mason,856,Unknown,53.0
7385,George Pollock,856,Unknown,46.0
7395,George Washington,856,Unknown,35.0
7387,George Washington,856,Unknown,46.0
30114,Metaphysical Still Life,851,Unknown,34.0
30118,Still Life,851,Unknown,34.0
157570,Alexander the Great and Campaspe in the Studio of Apelles,701,Renaissance,55.0
189411,Christ and the Woman Taken in Adultery,701,Renaissance,60.0
189394,The Banquet of Cleopatra,701,Renaissance,56.0
189401,The Building of the Trojan Horse,701,Renaissance,56.0
167968,The Immaculate Conception,701,Renaissance,50.0
189406,The Procession of the Trojan Horse Into Troy,701,Renaissance,50.0
17778,Count Robert de Montesquiou-Fezensac,744,Realism,49.0
24483,Four Seasons in One Head,830,Renaissance,46.0
20564,American Gothic,775,American Art,68.0
20572,Spring In Town,775,American Art,68.0
20574,Spring Turning,775,American Art,68.0
20578,The Birthplace of Herbert Hoover,775,American Art,68.0
20580,The Midnight Ride of Paul Revere,775,American Art,68.0
28419,Bacchus and Ariadne,719,Baroque,60.0
199149,"Cardinal Roberto Ubaldini, Papal Legate to Bologna",719,Baroque,60.0
28421,Christ Embracing Saint John the Baptist,719,Baroque,47.0
28423,Joseph and Potiphar's Wife,719,Baroque,55.0
28425,Lot and His Daughters Leaving Sodom,719,Baroque,47.0
28427,Saint Jerome,719,Baroque,47.0
28433,St. Mary Magdalene,719,Baroque,47.0
28439,The Adoration of the Shepherds,719,Baroque,47.0
28441,The Coronation of the Virgin,719,Baroque,47.0
28443,The Toilet of Venus,719,Baroque,47.0
28445,Virgin and Child with Saint John the Baptist,719,Baroque,55.0
121454,Bridge Over the Marne at Joinville,903,Impressionism,35.0
207954,La Seine,903,Impressionism,65.0
121510,River Scene,903,Impressionism,44.0
206268,The Banks of the Marne at Charenton,903,Impressionism,53.0
206281,"Valley of the Sedelle at Pont Charraud, White Frost",903,Impressionism,53.0
170221,A Court Interior in an Italian Monastery,529,Unknown,35.0
170193,View of Ariccia,529,Unknown,60.0
170232,View of Valdemarsudde,529,Unknown,35.0
3403,Baby (detail),827,Art Nouveau,46.0
3435,Hope (detail),827,Art Nouveau,30.0
3433,Hope,827,Art Nouveau,30.0
18064,Floor Scrapers,829,Impressionism,49.0
18102,"Paris Street, Rainy Weather",829,Impressionism,68.0
23722,A Brook in a Clearing,645,Realism,35.0
23728,After the Hunt,645,Realism,35.0
23730,Alphonse Promayet,645,Realism,35.0
23734,Beach in Normandy,645,Realism,46.0
23736,Beach Scene,645,Realism,47.0
23740,Bouquet of Flowers in a Vase,645,Realism,55.0
171097,Cliffs of Etretat,645,Realism,53.0
23746,Coast Scene,645,Realism,67.0
23760,"Jo, The Irish Beauty",645,Realism,35.0
23764,Landscape,645,Realism,47.0
27583,Dejanira (Autumn),724,Symbolism,55.0
27589,Orpheus,724,Symbolism,49.0
27591,Saint George and the Dragon,724,Symbolism,47.0
207970,Girl with a Blue Scarf,682,Nabi,30.0
207415,Interior,682,Nabi,53.0
129575,Interior with Figures,682,Nabi,32.0
170020,The Convalescent,682,Nabi,47.0
26725,Derick Berck of Cologne,848,Renaissance,35.0
26731,Lady Guildford (Mary Wotton),848,Renaissance,35.0
26733,Lady Lee (Margaret Wyatt),848,Renaissance,35.0
26735,Lady Rich (Elizabeth Jenks),848,Renaissance,35.0
26743,Portrait of a Lady with a Squirrel and a Starling,848,Renaissance,47.0
26745,Portrait of a Young Woman,848,Renaissance,35.0
26761,"Portrait of Henry VIII, King of England",848,Renaissance,56.0
26779,The Ambassadors,848,Renaissance,47.0
169201,The Merchant Georg Gisze,848,Renaissance,40.0
27609,A Young Man at Prayer,510,Renaissance,47.0
27615,Mary of Burgundy,510,Renaissance,35.0
27619,Portrait of a Woman,510,Renaissance,35.0
27621,Portrait of a Young Man,510,Renaissance,35.0
27623,Portrait of an Old Man,510,Renaissance,35.0
27629,The Annunciation,510,Renaissance,35.0
169235,The Donne Triptych,510,Renaissance,35.0
27631,The Virgin and Child with an Angel,510,Renaissance,47.0
27635,Virgin and Child,510,Renaissance,35.0
169244,Virgin and Child,510,Renaissance,35.0
27641,Virgin and Child with Saints Catherine of Alexandria and Barbara,510,Renaissance,35.0
135540,Mountain Goats (Flowers and Animals),514,Expressionism,36.0
29932,Woman and Animals Amidst Nature,514,Expressionism,34.0
21040,A Scene on the Ice Near a Town,881,Baroque,47.0
21038,A Scene on the Ice,881,Baroque,46.0
21044,Enjoying the Ice Near a Town,881,Baroque,43.0
21042,Enjoying the Ice,881,Baroque,43.0
21048,On the Ice,881,Baroque,43.0
21054,Winter Landscape with Ice Skaters,881,Baroque,43.0
21056,Winter Scene on a Frozen Canal,881,Baroque,60.0
191242,A Dutch Yacht and Other Vessels Becalmed Near the Shore,518,Unknown,43.0
191171,A Moonlit Coastal Landscape with Fishermen in the Foreground,518,Unknown,43.0
191180,A Smalschip with Two Dutch East Indiamen Coming to Anchor,518,Unknown,43.0
191191,Calm Sea,518,Unknown,43.0
191200,Ice Skating on the Eastern Docks of Amsterdam,518,Unknown,43.0
191232,Ships Outside Dordrecht,518,Unknown,43.0
191257,Smalschips in a Calm Near the Shore at Sunset,518,Unknown,43.0
191223,View of Batavia,518,Unknown,43.0
23408,Bacchante with an Ape,736,Baroque,55.0
23410,Jacob Reproaching Laban,736,Baroque,47.0
23412,Man Playing a Lute,736,Baroque,47.0
204660,Saint Jerome,736,Baroque,53.0
23414,The Concert,736,Baroque,47.0
160795,Italian Landscape with Umbrella Pines,617,Unknown,43.0
167363,Italianate Landscape with Pines,617,Unknown,43.0
160516,"Overgrown Cliffs with a Waterfall in Italy, Tivoli",617,Unknown,43.0
7537,"A Montrouge, Rosa La Rouge",853,Impressionism,51.0
7539,Albert (René) Grenier,853,Impressionism,35.0
7541,Alone (Seule),853,Impressionism,49.0
7545,At the Moulin de la Galette,853,Impressionism,68.0
7549,"At the Moulin Rouge, The Clowness Chau-U-Keo",853,Impressionism,49.0
7547,At the Moulin Rouge,853,Impressionism,68.0
7553,Carriage,853,Impressionism,67.0
7557,Emilie,853,Impressionism,35.0
7559,Follette,853,Impressionism,67.0
7567,Justine Dieuhl,853,Impressionism,49.0
7571,La Goulue Entering the Moulin Rouge Accompanied by Two Women,853,Impressionism,30.0
205402,May Belfort,853,Impressionism,53.0
205415,Monsieur Boileau at the Cafe´,853,Impressionism,53.0
198625,Nude Lying on a Couch,853,Impressionism,51.0
7585,Nude Standing Before a Mirror,853,Impressionism,35.0
7587,Portrait of Vincent Van Gogh,853,Impressionism,43.0
24009,Cypress Trees at Cagnes,741,Pointillism,49.0
24011,Evening Breeze,741,Pointillism,49.0
24013,La Maison Rose,741,Pointillism,49.0
24015,La Plage de Saint-Clair,741,Pointillism,49.0
24017,Pines Along the Shore,741,Pointillism,35.0
130354,Two Women by the Shore,741,Pointillism,51.0
24023,Valley with Fir (Shade on the Mountain),741,Pointillism,35.0
26075,A Basket of Roses,786,Realism,47.0
26079,A Studio on the Batignolles,786,Realism,49.0
26081,Asters and Fruit on a Table,786,Realism,35.0
26085,By the Table,786,Realism,49.0
26091,Flowers and Fruit,786,Realism,49.0
26095,Flowers and Fruit,786,Realism,49.0
204911,Marie-Yolande de Fitz-James,786,Realism,53.0
171472,Peches,786,Realism,49.0
26103,Portrait of Mlle C. D,786,Realism,49.0
26105,Retrato de M. e Mme Edwards,786,Realism,62.0
26109,Roses and Lilies,786,Realism,35.0
171423,Roses,786,Realism,35.0
26111,Still Life,786,Realism,46.0
207297,Canal in Autumn,696,Post-Impressionism,53.0
208052,La Baigneuse,580,Post-Impressionism,37.0
20582,A Carnival Evening,807,Avant-Garde,67.0
20584,A Centennial of Independence,807,Avant-Garde,55.0
195489,Bouquet of Flowers,807,Avant-Garde,51.0
20590,Bouquet of Flowers,807,Avant-Garde,62.0
195477,Bouquet of Flowers with China Asters and Tokyos,807,Avant-Garde,51.0
20596,Combat of a Tiger and a Buffalo,807,Avant-Garde,34.0
20600,Exotic Landscape,807,Avant-Garde,46.0
20602,Fight Between a Tiger and a Buffalo,807,Avant-Garde,53.0
20606,Forest Rendezvous,807,Avant-Garde,46.0
20610,Horse Attacked by a Jaguar,807,Avant-Garde,31.0
195559,Landscape and Four Fisherman,807,Avant-Garde,51.0
195570,Landscape and Four Young Girls,807,Avant-Garde,51.0
20612,"Landscape on the Banks of the Bievre at Becetre, Spring",807,Avant-Garde,35.0
20622,Luxembourg Garden,807,Avant-Garde,34.0
195513,Monkeys and Parrot in the Virgin Forest,807,Avant-Garde,51.0
206617,Combat of a Greek and a Turk,740,Unknown,53.0
170709,Hunting in the Pontine Marshes,740,Orientalism,46.0
206605,Self-Portrait in Rome,740,Unknown,53.0
170967,Shipwreck,740,Orientalism,60.0
170984,The Battle of Hanau,740,Orientalism,55.0
30925,A Winter Scene,713,Baroque,47.0
30927,An Inn by a Frozen River,713,Baroque,47.0
7635,American Shipping off the Rock of Gibraltar,633,Unknown,41.0
7637,Arrival of Peter the First to Neva,633,Unknown,34.0
7641,Battle in Hiosskiy Strait,633,Unknown,34.0
7643,Battle of Navarino,633,Unknown,41.0
7645,Battle of Steamer Vesta,633,Unknown,34.0
7651,Brig Mercury Being Attacked by Two Turkish Ships,633,Unknown,34.0
7657,Capture of Messina,633,Unknown,34.0
7659,Carts in Steppe,633,Unknown,34.0
7661,Chernomorskiy Fleet in Feodosiya,633,Unknown,34.0
7663,Chesmenskiy Battle,633,Unknown,34.0
7665,Chumaks During the Rest,633,Unknown,34.0
7669,Constantinovich Brig Mercury After Victory Over Two Turkish Ships,633,Unknown,34.0
7671,Constantinovich Ship in the Stormy Sea,633,Unknown,34.0
7673,Constantinovich the Ninth Wave,633,Unknown,34.0
7679,Kerch,633,Unknown,34.0
7681,Landing Party of Raevskiy,633,Unknown,34.0
7687,Parade of Chernomorskiy Fleet,633,Unknown,34.0
7689,Rainbow,633,Unknown,34.0
7691,Russian Squadron,633,Unknown,34.0
7693,Sea Battle Near Navarino,633,Unknown,34.0
7695,Sea Battle Near Vyborg,633,Unknown,34.0
7699,Sinopskiy Battle,633,Unknown,34.0
7719,The Russian Squadron on the Sebastopol Roads,633,Unknown,41.0
7725,Vessels in a Swell at Sunset,633,Unknown,41.0
7729,View of the Big Cascade in Petergof,633,Unknown,34.0
160815,Salome with the Head of John the Baptist,874,Renaissance,43.0
160825,Saul and the Witch of Endor,874,Renaissance,43.0
160532,The Crucifixion,874,Renaissance,43.0
160540,Bentheim Castle,703,Baroque,43.0
157804,Bridge with a Sluice,703,Baroque,55.0
207284,Landscape with a Church by a Torrent,703,Baroque,53.0
157814,Landscape with a Wheatfield,703,Baroque,55.0
160548,Landscape with Waterfall,703,Baroque,43.0
160835,The Windmill at Wijk bij Duurstede,703,Baroque,43.0
157666,Two Watermills and an Open Sluice,703,Baroque,55.0
160965,"View of Haarlem from the Northwest, with the Bleaching Fields in the Foreground",703,Baroque,43.0
160556,Winter Landscape,703,Baroque,43.0
207279,Wooded and Hilly Landscape,703,Baroque,53.0
5529,Cupid and Psyche,720,Neo-Classicism,53.0
5531,"General Etienne-Maurice Gerard, Marshal of France",720,Neo-Classicism,35.0
5533,Jacobus Blauw,720,Neo-Classicism,47.0
5537,Mademoiselle Guimard as Terpsichore,720,Neo-Classicism,68.0
5547,Napoleon in His Study,720,Neo-Classicism,46.0
5549,Oath of the Horatii,720,Neo-Classicism,40.0
5551,Portrait de Marie-Josephine Buron,720,Neo-Classicism,68.0
5553,Portrait of a Young Woman in a Turban,720,Neo-Classicism,53.0
5557,Portrait of Antoine-Laurent and Marie-Anne Lavoisier,720,Neo-Classicism,35.0
5561,Portrait of Emilie Seriziat and Her Son,720,Neo-Classicism,40.0
5569,Portrait of Jean-Pierre Delahaye,720,Neo-Classicism,60.0
5571,Portrait of Madame Adelaide Pastoret,720,Neo-Classicism,68.0
5575,Portrait of Pope Pius VII and Cardinal Caprara,720,Neo-Classicism,67.0
5573,Portrait of Pope Pius VII,720,Neo-Classicism,40.0
5577,Portrait of Suzanne Le Peletier de Saint-Fargeau,720,Neo-Classicism,55.0
5579,Portrait of the Comtesse Vilain XIIII and Her Daughter,720,Neo-Classicism,47.0
5583,Portrait of the Sisters Zenaide and Charlotte Bonaparte,720,Neo-Classicism,55.0
5589,Self-Portrait,720,Neo-Classicism,40.0
123765,Morning in New England,753,Unknown,53.0
29157,"Arrangement in Flesh Colour and Black, Portrait of Theodore Duret",608,Impressionism,35.0
29159,"Composition in Black and Grey, the Artist's Mother",608,Impressionism,49.0
29161,"Harmony in Grey and Green, Miss Cicely Alexander",608,Impressionism,62.0
29167,"Nocturne, Blue and Gold-Southampton Water",608,Impressionism,68.0
29163,Nocturne,608,Impressionism,67.0
29171,"Symphony in White No. 2, Little White Girl",608,Impressionism,62.0
29175,The Lady of the Lang Lijsen,608,Impressionism,67.0
29177,The Princess From the Land of Porcelain,608,Impressionism,35.0
28247,George Washington,726,American Art,35.0
21637,Hide and Seek,556,Classicism,46.0
21639,Holiday (The Picnic),556,Classicism,62.0
21645,In the Conservatory,556,Classicism,62.0
21671,"Portrait of Marquise de Miramon, Therese Feuillant",556,Classicism,55.0
21675,Portrait of the Marquis and Marchioness of Miramon,556,Classicism,49.0
202039,Seaside (Spring),556,Classicism,53.0
21691,The Ball,556,Classicism,49.0
193705,Catharina Annette Fraser,642,Unknown,43.0
193714,"Dieuwke Fontein, Second Wife of Adriaan van der Hoop",642,Unknown,43.0
193723,"Dr. Cornelis Hendrik a Roy, Physician and Biographer",642,Unknown,43.0
193732,"Gijsbertus Johannes Rooyens, Professor of Theology and Church History at the University of Amsterdam",642,Unknown,43.0
193741,Girl Resting,642,Unknown,43.0
193777,Portrait of Alida Christina Assink,642,Unknown,43.0
193768,"Portrait of William II, King of the Netherlands",642,Unknown,43.0
193786,"Regents and Regentesses of the Lepers' Asylum, Amsterdam",642,Unknown,43.0
193759,"Rodolphe le Chevalier, Amsterdam Merchant and one of Three Founders of the Holland Railroad Company",642,Unknown,43.0
193750,Salome with the Head of John the Baptist,642,Unknown,43.0
25507,A Landscape with the Judgement of Paris,909,Baroque,47.0
25509,A Rocky Italian Landscape with Herdsmen and Muleteers,909,Baroque,47.0
25511,A Rocky Landscape with an Ox-cart,909,Baroque,47.0
25515,A View on the Tiber,909,Baroque,47.0
164373,Farmyard,909,Baroque,43.0
164473,Italian Landscape with a Draughtsman,909,Baroque,43.0
164458,Italian Landscape with a View of a Harbor,909,Baroque,43.0
164444,Italian Landscape with Ferry,909,Baroque,43.0
164434,Italian Landscape with the Ponte Molle,909,Baroque,43.0
25517,Landscape with a Draftsman,909,Baroque,60.0
25519,Men with an Ox and Cattle by a Pool,909,Baroque,47.0
25521,Peasants with Mules and Oxen,909,Baroque,47.0
164837,Street Scene Placed Among Roman Ruins,909,Baroque,43.0
157690,The Entry of the Animals into Noah's Ark,675,Renaissance,55.0
189760,The Garden of Eden with the Fall of Man,675,Renaissance,55.0
157984,The Sermon on the Mount,675,Renaissance,55.0
189764,View of the City on a River,675,Renaissance,55.0
191970,A Young Man and Woman Making Music,818,Baroque,47.0
191992,Allegory of Vanity,818,Baroque,47.0
192001,Artist in His Studio,818,Baroque,47.0
192073,Painter in His Studio,818,Baroque,67.0
192064,Two Boys and a Girl Making Music,818,Baroque,67.0
28307,A Fishing Boat in Rough Sea Off a Rocky Shore,861,Unknown,41.0
28301,Dutch Ships in a Gale,861,Unknown,41.0
28309,Fishermen on Shore Hauling in Their Nets,861,Unknown,41.0
28311,Mussel Fishing,861,Unknown,41.0
28303,Mussel Fishing,861,Unknown,41.0
28305,Vessels in a Moderate Breeze,861,Unknown,60.0
188657,A Man Blowing Smoke at Drunken Woman,812,Baroque,43.0
188661,A Peasant Family at Meal Time Grace Before Meat,812,Baroque,43.0
188665,A Pedlar Selling Spectacles Outside a Cottage,812,Baroque,43.0
188669,A Young Woman Playing a Harpsichord to a Young Man,812,Baroque,43.0
188563,"Adolf and Catharina Croeser, The Burgomaster of Delft and His Daughter",812,Baroque,43.0
188673,An Interior with a Man Offering an Oyster to a Woman,812,Baroque,43.0
157834,Bathsheba After the Bath,812,Baroque,55.0
188568,Children Teaching a Cat to Dance,812,Baroque,43.0
188573,Family Scene,812,Baroque,43.0
188578,Interior with a Woman Feeding a Parrot,812,Baroque,43.0
188583,Man with a Fiddle in Bad Company,812,Baroque,43.0
188588,Prince’s Day,812,Baroque,43.0
200225,Samson and Delilah,812,Baroque,60.0
188648,Self-Portrait,812,Baroque,43.0
188593,Supper at Emmaus,812,Baroque,43.0
188598,The Adoration of the Shepherds,812,Baroque,43.0
188603,"The Baker Arent Oostwaard and His Wife, Catharina Keizerswaard",812,Baroque,43.0
188608,The Bowlers,812,Baroque,43.0
157852,The Drawing Lesson,812,Baroque,55.0
188613,The Drunken Couple,812,Baroque,43.0
188618,The Feast of St. Nicholas,812,Baroque,43.0
188623,The Merry Family,812,Baroque,43.0
188628,The Merry Homecoming,812,Baroque,43.0
188653,The Quack,812,Baroque,43.0
188633,The Sick Woman,812,Baroque,43.0
188558,Two Men and a Young Woman Making Music on a Terrace,812,Baroque,43.0
188638,Woman at Her Toilet,812,Baroque,43.0
188643,Woman Scouring Metalware,812,Baroque,43.0
29536,A Young Man Holding a Ring,795,Renaissance,47.0
29538,Man in a Turban,795,Renaissance,47.0
29540,Marco Barbarigo,795,Renaissance,47.0
29542,"Margaret, the Artist's Wife",795,Renaissance,47.0
204898,Portrait of a Man,795,Renaissance,53.0
29546,Portrait of a Man with a Blue Chaperon,795,Renaissance,47.0
29554,The Arnolfini Marriage,795,Renaissance,47.0
198649,The Square Watch-Tower,728,Baroque,51.0
199164,View of Arnhem,728,Baroque,60.0
189476,View of Dordrecht,728,Baroque,60.0
158032,View of Duurstede Castle at Wijk bij Duurstede,728,Baroque,55.0
156518,Arcadian Landscape with a Ceremonial Sacrifice,814,Baroque,43.0
156526,Arcadian Landscape with Fishermen,814,Baroque,43.0
154883,Fruit Piece,814,Baroque,55.0
156550,Still Life with Flowers,814,Baroque,43.0
156534,Still Life with Flowers and Fruit,814,Baroque,43.0
156542,Still Life with Flowers and Fruit,814,Baroque,43.0
156558,Still Life with Fruit,814,Baroque,43.0
154855,Vase of Flowers,814,Baroque,55.0
154869,Vase of Flowers,814,Baroque,55.0
194014,A Man with a Pansy and a Skull,894,Renaissance,43.0
194030,Landscape with Bathsheba,894,Renaissance,43.0
194051,Mary Magdalene,894,Renaissance,43.0
193987,Portrait of Cornelis Aerentsz van der Dussen,894,Renaissance,43.0
193969,Portrait of Joris Van Egmond,894,Renaissance,43.0
193998,Portrait of Reinoud III of Brederode,894,Renaissance,43.0
194043,Solomon and the Queen of Sheba,894,Renaissance,43.0
194022,The Baptism of Christ,894,Renaissance,43.0
193980,The Dying Cleopatra,894,Renaissance,43.0
1364,A Lady Writing a Letter,574,Baroque,46.0
1366,A Maid Asleep,574,Baroque,35.0
1376,Girl with a Flute,574,Baroque,43.0
1380,Girl with a Red Hat,574,Baroque,46.0
1382,Head of a Girl,574,Baroque,35.0
1384,Lady Seated at a Virginal,574,Baroque,43.0
1392,The Allegory of Faith,574,Baroque,35.0
1396,The Astronomer,574,Baroque,40.0
1398,The Concert,574,Baroque,43.0
1400,The Geographer,574,Baroque,43.0
1402,The Glass of Wine,574,Baroque,43.0
1406,The Lacemaker,574,Baroque,40.0
1408,The Love Letter,574,Baroque,43.0
1410,The Milkmaid,574,Baroque,43.0
1414,View of Houses in Delft,574,Baroque,43.0
1416,Woman Holding a Balance,574,Baroque,46.0
1418,Woman in Blue Reading a Letter,574,Baroque,43.0
1420,Woman with a Lute Near a Window,574,Baroque,35.0
194189,Agatha Petronella Hartsen,784,Unknown,43.0
194288,"Allegory of the Death of William V, Prince of Orange",784,Unknown,43.0
194297,Arcadian Landscape,784,Unknown,43.0
194198,Hendrik Harmen Klijn,784,Unknown,43.0
194270,"Louis Royer, Sculptor, and Albertus Bernardus Roothaan, Stockbroker, Friend of the Arts, and Patron of the Sciences",784,Unknown,43.0
194207,"Pieter Merkus, Governor General",784,Unknown,43.0
194279,Portrait of a Woman and a Man,784,Unknown,43.0
194216,"Portrait of Baron David Hendrik Chasse, Lieutenant-General",784,Unknown,43.0
194225,"Portrait of Jacob Hobein, Rescued the Dutch Flag under Enemy Fire, 18 March 1831",784,Unknown,43.0
194234,"Portrait of Jonkheer Jan Willem Janssens, Governor of the Cape Colony and Governor-General of the Dutch East Indies",784,Unknown,43.0
194252,"Portrait of Sara de Haan, Widow of the Amsterdam Underwriter Cornelis Hartsen",784,Unknown,43.0
194261,"Portrait Study of Arthur Wellesley, Duke of Wellington",784,Unknown,43.0
194318,The Battle of Waterloo,784,Unknown,43.0
194304,The Voluntary Sacrifice of Reverend Hambroeck on Taiwan,784,Unknown,43.0
194311,"Triumvirate Assuming Power in the Name of the Prince of Orange, 21 November 1813",784,Unknown,43.0
157764,La Surprise,908,Rococo,55.0
168271,L'Embarquement Pour Cythere,908,Rococo,67.0
158056,The Italian Comedians,908,Rococo,55.0
26844,"Amedee-David, Comte De Pastoret",567,Orientalism,68.0
26846,Angelica Saved by Ruggiero,567,Orientalism,47.0
26852,Charles-Marie-Jean-Baptiste Marcotte,567,Orientalism,46.0
26862,Jacques-Louis Leblanc,567,Orientalism,35.0
26868,Joseph-Antoine Moltedo,567,Orientalism,35.0
26872,La Grand Odalisque,567,Orientalism,40.0
26874,Lorenzo Bartolini,567,Orientalism,40.0
26876,Louis-Francois Bertin,567,Orientalism,40.0
26880,Madame Jacques-Louis Leblanc,567,Orientalism,35.0
26882,Madame Marie Marcotte,567,Orientalism,40.0
26884,Madame Paul-Sigisbert Moitessier,567,Orientalism,47.0
26904,Portrait of the Countess of Tournon,567,Orientalism,67.0
26906,Princesse Albert De Broglie,567,Orientalism,35.0
26912,The Duc d'Orleans,567,Orientalism,47.0
26918,The Valpincon Bather,567,Orientalism,40.0
26920,The Virgin Adoring the Host,567,Orientalism,35.0
18537,A Flood,916,Romanticism,47.0
18539,A Peasant Woman,916,Romanticism,47.0
18543,"A Village Steeet, Dardagny",916,Romanticism,35.0
18545,A Wagon in the Plains of Artois,916,Romanticism,47.0
18547,A Woman Gathering Faggots at Ville-d'Avray,916,Romanticism,35.0
18549,Agostina,916,Romanticism,46.0
18553,Aqueduct,916,Romanticism,67.0
18557,Avignon from the West,916,Romanticism,47.0
18559,Bacchante by the Sea,916,Romanticism,35.0
18563,"Banks of the Stream Near the Corot Property, Ville d'Avray",916,Romanticism,35.0
18567,Breton Women at the Fountain,916,Romanticism,40.0
18571,Chartres Cathedral,916,Romanticism,40.0
18573,Cow in a Stable,916,Romanticism,35.0
18579,Cows in a Marshy Landscape,916,Romanticism,47.0
18583,"Dardagny, Morning",916,Romanticism,47.0
18585,Diana and Actaeon (Diana Surprised in Her Bath),916,Romanticism,35.0
18587,Edge of Lake Nemi,916,Romanticism,67.0
18589,Evening on the Lake,916,Romanticism,47.0
18593,"Fontainebleau, Oak Trees at Bas-Breau",916,Romanticism,35.0
204478,Goat Girl Sitting Beside a Stream in a Forest,916,Romanticism,53.0
26368,A Child with an Apple,539,Neo-Classicism,47.0
26370,A Girl,539,Neo-Classicism,47.0
26372,A Girl,539,Neo-Classicism,47.0
176159,A Young Girl Seated,539,Neo-Classicism,35.0
176169,A Young Girl with Auburn Hair,539,Neo-Classicism,61.0
26376,A Young Peasant Boy,539,Neo-Classicism,35.0
26378,Aegina Visited by Jupiter,539,Neo-Classicism,35.0
26380,Broken Eggs,539,Neo-Classicism,35.0
26382,"Charles Claude de Flahaut, Comte d'Angiviller",539,Neo-Classicism,35.0
26384,Cimon and Pero (Roman Charity),539,Neo-Classicism,55.0
26388,Etienne Jeurat,539,Neo-Classicism,47.0
176349,Flora and Zephyr,539,Neo-Classicism,68.0
26390,Head of a Young Woman,539,Neo-Classicism,35.0
26396,Madame Jean-Baptiste Nicolet,539,Neo-Classicism,35.0
